Name|LAT|LON
"Socioboard Technologies"|12.971599|77.594563
"Bix Kenya"|-1.292066|36.821946
"Bix Kenya"|-1.292066|36.821946
"Soundflake"|37.441883|-122.143019
"ImMissingYou"|34.052234|-118.243685
"Setaway Tours"|21.17024|72.831061
"Bottlerocket "|47.60621|-122.332071
"Kufuma"|38.544907|-121.740517
"Here Is How (ACQUI-HIRED by @policymic)"|40.712784|-74.005941
"Kotodaam.com"|23.810332|90.412518
"Bait Lotion"|34.052234|-118.243685
"Sr. Pago"|19.432608|-99.133208
"Intellectlife.com"|55.864237|-4.251806
"CloudWorking"|33.748995|-84.387982
"Metagoo"|37.36883|-122.03635
"CrowdTwitch"|-26.204103|28.047305
"Briceño's Academy Studios"|34.052234|-118.243685
"onbranding"|41.385064|2.173403
"Fatface Dining"|39.904211|116.407395
"Promogram"|32.776664|-96.796988
"Imperial Developments"|29.760427|-95.369803
"Contract It"|31.179941|-83.788839
"Prana Cafe (Jai LLC)"|32.715738|-117.161084
"ChiswickBJJ"|51.507351|-0.127758
"FrontCrew - Women who make Africa"|-33.924868|18.424055
"iCalamity"|7.190708|125.455341
"BetsUP"|42.878213|-8.544844
"Waffirly"|30.585164|36.238414
"kodan"|13.08268|80.270718
" Naughty Girls Donut Shop"|38.918167|-78.194445
"UltraCoin"|40.712784|-74.005941
"EveryCook"|47.376887|8.541694
"Togenit "|39.739072|-75.539788
"Indus Aviation Systems"|18.52043|73.856744
"CultFresh"|32.776664|-96.796988
"Andrew Kaz"|40.712784|-74.005941
"Luna Aerospace"|42.866632|-106.313081
"Prestinver"|19.432608|-99.133208
"Good Sign Productions"|42.331427|-83.045754
"Pop Currency Foundation (Popular Coin)"|39.099727|-94.578567
"Chrisari Entertainment"|9.081999|8.675277
"Mysk"|34.052234|-118.243685
"Inside Out Web Solutions"|35.77959|-78.638179
"PyroZ Community Services"|34.052234|-118.243685
"Fantrac "|51.507351|-0.127758
"CC's Box"|38.907192|-77.036871
"TeaMeet"|10.480594|-66.903606
"New Horizons Ventures"|39.290385|-76.612189
"Cuves Thermales"|52.939916|-73.549136
"MeuTutor"|-9.649849|-35.708949
"Health Sidekick"|33.542248|-117.78311
"Fibras Andinas Chile: Royal Llama"|-35.675147|-71.542969
"Recruitment Services"|18.52043|73.856744
"biindoo ltd 邊度"|22.396428|114.109497
"TribeSay"|38.918722|-77.231092
"WiseGuy Records Studios LLC. "|42.497258|-82.937141
"iRodeo"|31.968599|-99.901813
"Businessconnect"|38.627003|-90.199404
"mamfy.ru"|55.755826|37.6173
"LoyalBe"|44.977753|-93.265011
"Octodon"|56.838926|60.605703
"Haddie Motion Picture"|34.746481|-92.289595
"ProudBoard"|43.653226|-79.383184
"ASHA"|26.044419|68.953879
"Crowe and Company"|32.85462|-79.97481
"posto7"|25.76168|-80.19179
"Green Isle Film"|34.052234|-118.243685
"NextPotential"|33.448377|-112.074037
"Broadway Near You"|40.712784|-74.005941
"DevBatch"|37.09024|-95.712891
"DreamShare"|28.083627|-80.608109
"Asset Dynamics"|40.712784|-74.005941
"eyecarrot"|43.653226|-79.383184
"Donson Window Tinting"|38.627003|-90.199404
"Entej"|30.04442|31.235712
"AppCoins"|40.416775|-3.70379
"IPV ENERGIA"|41.227252|16.296641
"WATfest"|22.396428|114.109497
"PinchPoint"|31.898043|35.204271
"AppSpin"|37.77493|-122.419416
"Easyvibe"|55.755826|37.6173
"Medical Tracking Solutions"|30.332184|-81.655651
"Black Widow "|41.252363|-95.997988
"answeryon"|19.432608|-99.133208
"RentChek"|53.135509|-57.660436
"ObjectiveProject"|33.748995|-84.387982
"REO Capital"|42.331427|-83.045754
"Unity Travel"|36.169941|-115.13983
"Symfonie Angel Ventures, LP"|50.075538|14.4378
"HIRE a HUMAN"|-33.867487|151.20699
"R&J Entertainment"|37.780885|-90.421789
"Derisq"|39.952584|-75.165222
"Max Rights"|41.878114|-87.629798
"Mobile2Me"|47.60621|-122.332071
"mydress"|48.379433|31.16558
"Fquare"|40.712784|-74.005941
"DIY Renewables"|6.524379|3.379206
"proContacts.pro"|56.949649|24.105186
"Marques de la Mota"|34.052234|-118.243685
"Cue Wines"|35.994033|-78.898619
"NuLife Recovery"|34.052234|-118.243685
"Football Action Sport Association"|34.100843|-117.767835
"OJUAGBO"|6.524379|3.379206
"College Inside View"|40.712784|-74.005941
"Mellowcabs"|-33.924868|18.424055
" BlueRose"|51.048615|-114.070846
"Techzonic"|37.09024|-95.712891
"NYLA By Scott "|40.712784|-74.005941
"flipAir"|35.125801|-117.985904
"Door Face Designs"|33.732052|-84.919108
"Bookfoods"|52.370216|4.895168
"Creative Solutions"|55.755826|37.6173
"Majestic Gaming"|32.776664|-96.796988
"BridgingPoints Marketing Services"|1.352083|103.819836
"Oceen"|53.551085|9.993682
"Milo Fitness"|40.58526|-105.084423
"Hashtack"|40.712784|-74.005941
":Dudexp"|-27.595378|-48.54805
"CALLEBELLA"|41.008238|28.978359
"CrowdBus"|-8.057838|-34.882897
"Cedar Grove Brewery & Tap"|44.804132|-93.166886
"Traffix"|25.76168|-80.19179
"Awestruck Foods Private"|28.459497|77.026638
"Finciero"|42.878213|-8.544844
"Quipbook.com"|40.712784|-74.005941
"Arte e Artefato"|-19.916681|-43.934493
"Huntable"|51.507351|-0.127758
"pixd"|9.931233|76.267304
"Flatsoft Displays Company Limited "|1.352083|103.819836
"Learnersuit in Noa Systems"|31.768319|35.21371
"After i Pass On"|31.046051|34.851612
"Talent Monthly Magazine"|39.739236|-104.990251
"TheGameWall"|52.205337|0.121817
"BetterTrainers Company"|34.052234|-118.243685
"IMBECS "|47.60621|-122.332071
"Vitalane"|44.977753|-93.265011
"Possible Web,  Marketing  & Consulting"|35.227087|-80.843127
"7thGem"|51.507351|-0.127758
"FitMove SAS"|49.258329|4.031696
"LUNA Mobile"|27.950575|-82.457178
"WeSpotlight.com"|40.712784|-74.005941
"Other Stories Design studio "|25.76168|-80.19179
"Fat Dog Mobile"|30.267153|-97.743061
"cThru.us"|41.878114|-87.629798
"iChoozU - TikTakTalk"|31.046051|34.851612
"Imexco General"|32.137793|34.840278
"HeartBeat Technologies"|32.794046|34.989571
"cMeSafe"|32.0853|34.781768
"Soldiers of Valor Foundation"|33.448377|-112.074037
"prolep.si"|50.110922|8.682127
"ProumoBox"|-14.235004|-51.92528
"Stikeestore.com"|45.815011|15.981919
"Zuvaa"|40.712784|-74.005941
"Founders Bloc"|40.712784|-74.005941
"Rastival"|44.231172|-76.485954
"GBTH Digital"|6.524379|3.379206
"Multisensory Fitness"|34.420831|-119.69819
"DoeMyanmar.com"|15.248758|97.853115
"Leaders' Lunch Pakistan"|24.861462|67.009939
"YatraChef"|9.931233|76.267304
"Exchange Recovery"|27.580312|-80.386718
"GWZ Consultants"|4.210484|101.975766
"GWZ Enterprise"|4.210484|101.975766
"Fanhold"|33.49417|-111.926052
"RoosterBio"|39.414269|-77.410541
"Utah Home Renovation"|41.223|-111.97383
"LedZed International"|26.715342|-80.053375
"Green Endeavor"|45.523062|-122.676482
"Envision Global"|53.544389|-113.490927
"Tenth Letter Made"|34.052234|-118.243685
"PcHub.com"|1.352083|103.819836
"Sweet Exteriors and Construction"|41.878114|-87.629798
"SAPROPEET CANADA"|42.98695|-81.243177
"The Body Challenge"|25.204849|55.270783
"Realibrium"|25.790654|-80.130045
"Rota Urbana"|-1.455755|-48.49018
"ONGAB"|27.751828|-82.626734
"kassomat"|52.520007|13.404954
"ShoeBox"|39.800655|-76.983036
"Hallrs"|39.529633|-119.813803
"Munchmatez"|34.052234|-118.243685
"kermesse Velopub"|36.153982|-95.992775
"Hybrid Idle"|37.983917|23.72936
"Esprit-Health"|31.968599|-99.901813
"Sheridan TAverns"|40.712784|-74.005941
"Order-Taker"|47.497912|19.040235
"PENSHAKE"|44.426767|26.102538
"Web development San Francisco"|40.712784|-74.005941
"Axess Club Service"|36.169941|-115.13983
"SoCoMo"|37.77493|-122.419416
"DIGI DATE"|39.103118|-84.51202
"Game Caterers"|38.907192|-77.036871
"TripleTPlus"|34.052234|-118.243685
"McMurrer Production"|34.052234|-118.243685
"FreeConvo"|40.712784|-74.005941
"Nidder"|56.949649|24.105186
"CPRbase"|45.523062|-122.676482
"Myish"|43.653226|-79.383184
"Empowrr"|38.907192|-77.036871
"X-ROL S.A.S."|6.253041|-75.564574
"Docs9"|35.689488|139.691706
"Salty Dog Tactical"|41.203322|-77.194525
"Bucking Bee Vacation Resort"|30.267153|-97.743061
"PajamaREO & BitREO.com"|36.169941|-115.13983
"Geliyoo"|41.008238|28.978359
"OnlineTehno Group SRL"|47.010453|28.86381
"Powers Device Technologies"|26.934225|-80.094209
"Bee Baby"|-30.034647|-51.217658
"Truehome"|30.267153|-97.743061
"SenseCube"|48.856614|2.352222
"TechistWeb"|26.912434|75.787271
"SharkWave"|55.008353|82.935733
"vBSocial"|26.142036|-81.79481
"UrbanFarmTrading"|-22.909938|-47.062633
"Wooshade Caps"|34.052234|-118.243685
"FoundMissing "|43.653226|-79.383184
"Looqsh"|46.056947|14.505751
"5 Beest"|38.978445|-76.492183
"Storm and Shop"|25.76168|-80.19179
"Downrange Idaho"|43.61871|-116.214607
"3Dprintler"|45.42153|-75.697193
"Voter Reviews"|13.113222|-59.598809
"Parille Motor Oil"|41.878114|-87.629798
"Whoozzup"|51.507351|-0.127758
"Repair OST Files by Outlook OST Recovery"|3.321334|-76.235361
"Web Development Phoenix"|33.448377|-112.074037
"elbum"|25.032969|121.565418
"K&C Consulting Services"|6.253041|-75.564574
"Green Ninja Marijuana Tech"|34.052234|-118.243685
"WWW.FREQENT.COM"|25.76168|-80.19179
"Epic Business Consulting"|41.73698|-111.833836
"Destination Solutions"|47.551493|-101.002012
"wassalni"|33.886917|9.537499
"CoinSpot"|55.755826|37.6173
"FOODSOCCER"|48.856614|2.352222
"MyTeleworker"|42.506317|1.521835
"House Of Hades"|36.169941|-115.13983
"StyleScan"|40.712784|-74.005941
"Sokol Energy"|30.22409|-92.019843
"Do or Dine"|40.712784|-74.005941
"Moda Ukraine"|50.4501|30.5234
"Ubuildabid"|43.944133|-90.812912
"10k Financial"|29.760427|-95.369803
"Fancybox"|42.878213|-8.544844
"MyCookin"|51.507351|-0.127758
"Tidnu"|55.604981|13.003822
"Motors Co"|13.756331|100.501765
"Pixeldome"|44.426767|26.102538
"Grabien"|38.907192|-77.036871
"Tala Farms"|47.60621|-122.332071
"BaziFIT"|40.014986|-105.270546
"FITCH Anti-Trust Research"|34.052234|-118.243685
"Tri-Tech"|33.748995|-84.387982
"iWish"|50.4501|30.5234
"Swing Whistle"|47.60621|-122.332071
"Riding Daily"|41.878114|-87.629798
"ParkShare"|50.719164|-1.880769
"BitCuzdan.com"|41.008238|28.978359
"The Changer"|52.520007|13.404954
"Booking Social"|41.878114|-87.629798
"Rentpitara "|19.075984|72.877656
"Targetty"|50.075538|14.4378
"SenseGiz"|37.77493|-122.419416
"chat4snap"|20.296059|85.82454
"Quality of Life Media"|40.179186|44.499103
"MikList"|48.856614|2.352222
"KATESMOKES INTERNATIONAL"|37.77493|-122.419416
"WasteSoft"|42.51954|-70.896716
"Make My Sketch"|34.052234|-118.243685
"Favobooks"|55.755826|37.6173
"B&B Dispensor"|40.925372|-74.276544
"BlueChat"|37.36883|-122.03635
"POD WORKS GLOBAL"|39.32924|-82.101255
"Inboxpage"|33.857328|-84.019911
"Chi-Spree"|32.715738|-117.161084
"E-Multiplex"|28.613939|77.209021
"GHz Wireless"|30.267153|-97.743061
"Vectored Photonics"|31.046051|34.851612
"GLERON"|20.593684|78.96288
"Fitness And Music"|34.052234|-118.243685
"Shy Society"|44.977753|-93.265011
"Gypsy Garage"|47.60621|-122.332071
"Game Cloud"|40.712784|-74.005941
"Clean Leaf Smokes"|47.60621|-122.332071
"Melero Education"|35.085334|-106.605553
"TC Metro"|37.77493|-122.419416
"Book Demon"|33.941213|-84.213531
"Beyond the Surface International"|32.715738|-117.161084
"SquareHire"|39.739236|-104.990251
"Gemican"|44.953703|-93.089958
"02zone"|33.748995|-84.387982
"CVFlash"|9.081999|8.675277
"Quivers International"|35.365945|-120.849992
"VidyaSunil & Associates"|12.971599|77.594563
"Stone Age Media"|6.524379|3.379206
"Float:Milwaukee"|43.038903|-87.906474
"ScholarsDen"|28.459497|77.026638
"Ecicekci.com"|41.008238|28.978359
"uGift"|48.379433|31.16558
"SunDown RunDown Group"|39.961176|-82.998794
"Fortune Innovations San Diego"|40.712784|-74.005941
"WatchYourBike"|4.710989|-74.072092
"2Vancouver.com"|45.638728|-122.661486
"HommyFood"|31.804381|34.655314
"Model Citizen"|40.712784|-74.005941
"Curbcity"|44.231172|-76.485954
"QSIL's The Fundraiser"|-40.900557|174.885971
"Ebb and Flow"|35.759573|-79.0193
"Geopay.me"|27.965853|-82.800103
"Addictive Performance"|29.760427|-95.369803
"Wiziva"|42.697708|23.321868
"Edvisr"|41.63977|-81.406501
"Vent Scents"|47.475279|-1.764935
"Buffalo"|54.738762|55.972055
"Seattle Sound Live"|47.60621|-122.332071
"3D Matters"|1.352083|103.819836
"www.girik.in"|17.385044|78.486671
"Uberpose"|31.761878|-106.485022
"MediCloud DSS"|32.0853|34.781768
"iSoccer"|37.77493|-122.419416
"Auto Secure"|26.461463|-80.07282
"qpquo"|-46.363881|168.018194
"Open Door Global"|48.191989|-114.316813
"Ds Nuts N Butts"|33.748995|-84.387982
"Shenzhen Rongyu Tech Co."|22.543099|114.057868
"CashCapp"|-33.932104|18.860152
"RyzeTV"|51.507351|-0.127758
"Morevoucher"|51.507351|-0.127758
"iussu d.o.o"|45.1|15.2
"Quainted"|-26.204103|28.047305
"TPTT Travel Academy"|-26.260724|28.463038
"Supergadgets"|51.507351|-0.127758
"Starac"|43.508132|16.440193
"tagMap"|37.507159|-122.260522
"Innovative Investments"|40.58526|-105.084423
"LEO"|32.776664|-96.796988
"Virtual and Business"|25.76168|-80.19179
"American Green Energy Systems"|37.947979|-122.060796
"3i Tech Works"|26.368306|-80.128932
"Adagio Group"|26.122439|-80.137317
"Lajwanti Designers"|31.554606|74.357158
"MedPAC Technologies"|38.285625|-85.824131
"Legal Interactive Services"|26.122439|-80.137317
"Purveyour"|35.77959|-78.638179
"Tillister"|59.329323|18.068581
"ZeroGox.com"|45.501689|-73.567256
"NyceBy:"|40.712784|-74.005941
"Cherry Bird"|51.507351|-0.127758
"AidComputer"|47.010453|28.86381
"iBidGames Interactive "|36.169941|-115.13983
"Lingua 101"|61.52401|105.318756
"Work Space List"|37.77493|-122.419416
"PelMel Guide"|37.77493|-122.419416
"NipponFWD"|35.689488|139.691706
"Vysoko Systems"|50.82253|-0.137163
"Wonderland.Travel"|50.4501|30.5234
"WoodMarket.eu"|51.507351|-0.127758
"ArchitectureLive!"|28.613939|77.209021
"luxe-voyager.com"|41.878114|-87.629798
"1000mW pointeur laser vert "|48.856614|2.352222
"PinBud"|51.048615|-114.070846
"Perel Clothing"|34.052234|-118.243685
"Oxriver Capital"|30.22409|-92.019843
"AnswerFair.com"|40.712784|-74.005941
"Eusic"|51.752021|-1.257726
"Ofertas de E-mail"|-14.235004|-51.92528
"neoeva"|53.551085|9.993682
"Advice Wallet"|37.77493|-122.419416
"Myish Inc. "|43.653226|-79.383184
"Gourmet Hotdog Cafe"|3.139003|101.686855
"ALLPlayer Group sp. z o.o. sp.k."|50.06465|19.94498
"BorderFly"|37.386052|-122.083851
"PeSoMe"|43.653226|-79.383184
"Intelletech"|41.763711|-72.685093
"Remote Trial"|28.538336|-81.379236
"Under The Apron"|40.825901|-74.209005
"REOCOM MEDIA"|29.619679|-95.634946
"GearFive"|40.825763|-96.685198
"Osones"|48.856614|2.352222
"Google Glass Colored Shades"|40.712784|-74.005941
"TrendMonitor"|28.538336|-81.379236
"StartupLatvia"|56.879635|24.603189
"Freelancejobsng.com"|6.524379|3.379206
"Forge"|51.375801|-2.359904
"Newster"|25.285447|51.53104
"ContactRocket"|33.748995|-84.387982
"Wingate Enterprises"|32.776475|-79.931051
"Ganozi SD"|12.862807|30.217636
"Cristofe Luis"|40.712784|-74.005941
"Tap and Book"|1.352083|103.819836
"Web Development San Jose"|37.338208|-121.886329
"Prince Joseph Foundation International"|0.347596|32.58252
"Povario.ru"|55.755826|37.6173
"CLEARGOL Towers Brazil"|25.790654|-80.130045
"kadlawo.com"|4.210484|101.975766
"Venufy"|55.378051|-3.435973
"Content Games"|43.653226|-79.383184
"Moddo"|48.379433|31.16558
"Zink Shirts, L.L.C."|43.455346|-76.510497
"MESI "|46.056947|14.505751
"Postnd"|38.423734|27.142826
"TAJINTECH CORP. DBA-AIRCLEAR  ENERGY"|39.045755|-76.641271
"Ophis"|34.052234|-118.243685
"NEXXUS PARTNERS "|51.507351|-0.127758
"Faith Investments"|32.776664|-96.796988
"MBAninjas"|52.370216|4.895168
"Backroad Pedicab"|42.360083|-71.05888
"Wings Of War"|40.712784|-74.005941
"APEMONA"|19.041297|-98.2062
"Xtra - Sell and Buy from your smartphone"|10.654451|-71.714795
"Master Card Artist"|44.426767|26.102538
"Aturma Systems"|37.338208|-121.886329
"World Biotechnology"|40.712784|-74.005941
"AMARAMCO"|40.712784|-74.005941
"Coxswain Mobile app - Via Mobil"|-18.914608|-48.27538
"Grocer E-Store"|29.760427|-95.369803
"Locus Techsoft"|18.52043|73.856744
"Veterans Aide Foundation"|28.078072|-82.763713
"Liox"|40.712784|-74.005941
"Time2cu"|32.776664|-96.796988
"Multiplier Effect"|27.336435|-82.530653
"Dirty Millions The Clean Way"|39.849557|-75.355746
"IT Innovators"|43.653226|-79.383184
"HeraldsonPost"|52.205337|0.121817
"Cholula Nightlife"|19.041297|-98.2062
"ALLchemia"|52.229676|21.012229
"Yibbly!"|40.712784|-74.005941
"abjjad"|31.956578|35.945695
"SMARF Data Crowding"|41.033986|-73.76291
"ILLUM CLOTHING"|33.748995|-84.387982
"AppNation Tech"|26.368306|-80.128932
"Essential Man "|34.052234|-118.243685
"Syldi Studio"|47.394144|0.68484
"MRPL"|28.613939|77.209021
"Leximo"|38.907192|-77.036871
"evoze"|25.76168|-80.19179
"Safe Trade  International"|33.748995|-84.387982
"Ecstatic Travel Group"|36.835426|-76.298274
"Reserva"|40.712784|-74.005941
"Piicmi"|40.712784|-74.005941
"#bio (Energy Technologies Ltd)"|48.379433|31.16558
"Sé Parte - Crowdfunding Paraguay"|-25.26374|-57.575926
"AlphaPackers"|12.971599|77.594563
"GankerS Entertainment"|-6.917464|107.619123
"Enterprise Energy Services"|40.423314|-104.709132
"Perfblogger"|40.712784|-74.005941
"Crowned King"|33.748995|-84.387982
"Xpertseek.com"|28.459497|77.026638
"Saraswatisadan, an Indian Arts School"|40.712784|-74.005941
"Butterfly"|32.0853|34.781768
"MElinkki"|3.139003|101.686855
"PeerReserve"|42.033361|-88.083406
"Goalie Mechanics"|42.96336|-85.668086
"Demand Resource Solutions"|35.227087|-80.843127
"A Shopping Butler"|28.538336|-81.379236
"Sponger"|32.0853|34.781768
"Argumatr"|39.103118|-84.51202
"Revohloo  -  Revohloo Studios"|36.169941|-115.13983
"The Master Switch"|47.60621|-122.332071
"Binary Code"|45.815011|15.981919
"sigulardot"|39.904211|116.407395
"Volante Group Liquiceuticals"|34.052234|-118.243685
"Jeffersons"|40.058324|-74.405661
"Social Endless"|40.712784|-74.005941
"AdLog.tv"|48.379433|31.16558
"ReGroup"|38.907192|-77.036871
"CINIOS"|36.778261|-119.417932
"Momentium"|55.755826|37.6173
"WHITEPLAN"|37.566535|126.977969
"Red Rock"|28.613939|77.209021
"PomZoo.com"|28.538336|-81.379236
"Legal Logic"|32.776664|-96.796988
"Professional Logical Solutions"|29.760427|-95.369803
"seo exparte "|23.810332|90.412518
"Komar Games"|61.52401|105.318756
"Parrainage Boursorama"|48.856614|2.352222
"Nour Media Group"|40.943445|40.263324
"Aero Academy"|41.878114|-87.629798
"Easy2Study"|32.0853|34.781768
"Unseenseven"|37.77493|-122.419416
"Gamer's Con Video Game Conventions"|41.081445|-81.519005
"Ginch Club"|45.638728|-122.661486
"AZAR"|34.052234|-118.243685
"Spring Flower Publication"|6.524379|3.379206
"World's Tackiest"|36.169941|-115.13983
"The Brain Storm studio"|48.379433|31.16558
"Joya"|32.0853|34.781768
"Fortune Innovations Melbourne "|28.083627|-80.608109
"BlueOctopusQR"|33.748995|-84.387982
"YouAskAnyone"|34.019454|-118.491191
"iOfixit "|26.076478|-80.252116
"PSS Herbs India"|20.593684|78.96288
"ADVANCED UNIVERSAL TECH"|45.638728|-122.661486
"Global Blast Solution"|-0.789275|113.921327
"Surfme"|48.856614|2.352222
"Automatic Trading"|35.689488|139.691706
"Harpia Projetos"|-14.235004|-51.92528
"ThirstyCrow E - Business Pvt."|19.075984|72.877656
"B. C. Watson, Your Supermarket Hero"|40.712784|-74.005941
"ELLES    "|34.092809|-118.328661
"CurateKing"|30.267153|-97.743061
"Weetab Group"|45.501689|-73.567256
"DailyJobbox"|27.950575|-82.457178
"Unknown"|45.523062|-122.676482
"Simplicity Health Systems"|32.776664|-96.796988
"YOOP - Simple Payments Solutions"|40.416775|-3.70379
"Grateful Gardens Social Club"|40.58526|-105.084423
"Mysk Solutions"|12.971599|77.594563
"Blackbird.co"|48.856614|2.352222
"DaftRun"|52.059935|-9.504427
"Outsourcers Local"|44.012122|-92.480199
"Sirias"|-35.675147|-71.542969
"Yellowbox"|46.482526|30.72331
"HourHotels.com"|-23.55052|-46.633309
"Voodoo"|48.856614|2.352222
"Alfa Loem"|19.70595|-101.194982
"Startup Miner"|37.229573|-80.413939
"Gospell"|13.08268|80.270718
"Angels & Magick"|40.440625|-79.995886
"Kipsis"|51.507351|-0.127758
"Beneath Water"|51.507351|-0.127758
"Gatfol"|35.937496|14.375416
"Globatum"|38.907192|-77.036871
"Russian Red 7 LLC "|34.052234|-118.243685
"Ozarks Extreme Outdoors"|37.208957|-93.292299
"Danleasing ApS "|55.676097|12.568337
"IFGUIDE"|25.790654|-80.130045
"iRevü"|38.907192|-77.036871
"Keyz Repair "|40.416702|-86.875287
"ULN"|40.712784|-74.005941
"Black Fox Meadery"|28.078072|-82.763713
"softsoft"|34.052234|-118.243685
"vLance.vn"|21.027764|105.83416
"Inapay"|-6.308865|106.682188
"TIEMAC"|33.748995|-84.387982
"Esteemed Treasures"|37.540725|-77.436048
"The Mathist"|43.320902|21.895759
"Las Casas"|6.253041|-75.564574
"ACAR"|47.376887|8.541694
"Creativiks"|39.952584|-75.165222
"Vertigo Games"|57.649454|-3.318485
"MindGear"|37.386052|-122.083851
"FamiJoy"|19.075984|72.877656
"Mighty Cast"|45.501689|-73.567256
"KazVtorPlast Co."|52.287303|76.967402
"Web development Company Detroit"|40.712784|-74.005941
"Geek Styling"|37.77493|-122.419416
"Qiqit!"|34.052234|-118.243685
"Intoxicated"|36.169941|-115.13983
"Charity Auto Club"|33.448377|-112.074037
"Docalytics"|44.953703|-93.089958
"Favorite Things"|40.735657|-74.172367
"Dohapoker"|50.4501|30.5234
"Somnicycle"|33.520661|-86.80249
"Twiztour"|48.856614|2.352222
"Saince"|34.075376|-84.29409
"Allfreed"|6.253041|-75.564574
"Cozmik Body"|33.748995|-84.387982
"Clue Video"|26.122439|-80.137317
"Hullo Creative"|1.352083|103.819836
"LoudCV"|6.524379|3.379206
"RestateCRM"|55.000557|82.682426
"Costalize"|37.338208|-121.886329
"livs.in"|42.878213|-8.544844
"Science under Sail"|27.336435|-82.530653
"Pressbrite"|51.735587|0.46855
"nFocus Labs"|35.77959|-78.638179
"Friendconnect"|28.083627|-80.608109
"The Pinellas Kickboxing Academy"|27.950575|-82.457178
"Cloudsify"|37.77493|-122.419416
"Treilla"|37.77493|-122.419416
"Brunetti Designs"|39.5186|-104.761363
"Tribe & Co., custom jeanmakers"|41.878114|-87.629798
"Givesy"|39.962598|-76.727745
"WAP! Comic Convention"|26.122439|-80.137317
"Metroview Capital"|35.227087|-80.843127
"BTC-SM"|32.794046|34.989571
"Trickonn"|17.385044|78.486671
"Tcheck'it"|48.856614|2.352222
"icePOS"|51.507351|-0.127758
"RushLab"|38.804836|-77.046921
"Hashtaag"|28.613939|77.209021
"i4drive"|32.0853|34.781768
"TesterTout.com"|50.62925|3.057256
"iHydro"|44.426767|26.102538
"StemCell720"|56.130366|-106.346771
"Smart Kids Video "|28.632996|-106.0691
"www.achatlaser.com"|33.660939|-95.555513
"Just a Box Studio"|28.538336|-81.379236
"Rapfeatures.com"|30.421309|-87.216915
"L2 Environmental Services"|29.760427|-95.369803
"Wayne Management Company"|40.712784|-74.005941
"Eight Technologies"|30.166074|-81.706484
"Spectra Instruments"|42.527873|-70.928661
"Youneeq"|48.428421|-123.365644
"Ourcast"|40.712784|-74.005941
"Mukha Yoga"|35.686975|-105.937799
"Street Fight"|40.014986|-105.270546
"night-job AG"|47.376887|8.541694
"Education line"|46.482526|30.72331
"FINTRUE TECHNOLOGIES PVT."|19.075984|72.877656
"Viepage"|40.712784|-74.005941
"Antolek Interactive"|54.352025|18.646638
"Paytagz"|37.386052|-122.083851
"New Understanding Music"|38.907192|-77.036871
"Gymsurfing"|37.77493|-122.419416
"Lottyre Rich"|35.759573|-79.0193
"SharpCart"|30.267153|-97.743061
"Nature Walk Kauai"|19.896766|-155.582782
"Miami RCG"|25.76168|-80.19179
"Bunk Haus"|39.103118|-84.51202
"EventSneaker"|54.574227|-1.234956
"Reqwest"|48.856614|2.352222
"Incubator Rater"|39.415352|-81.454844
"Stallion Auto Spa"|36.072635|-79.791975
"Sameera techno solutions"|17.385044|78.486671
"Simav"|52.040622|-0.759417
"RegalWorks Media"|34.019454|-118.491191
"iMeal Pty"|-33.867487|151.20699
"Contestgram"|45.070312|7.686856
"SociGroups"|37.540725|-77.436048
"Aircard"|43.073052|-89.40123
"InVastor.Com"|42.083434|-71.018379
"Broodjes & Bier"|38.907192|-77.036871
"Foodlogic"|48.145892|17.107137
"Pikit"|38.252665|-85.758456
"Bagolf"|25.76168|-80.19179
"Ezylife Kenya"|-1.292066|36.821946
"GymSideKick"|47.497912|19.040235
"AvaCon"|42.360083|-71.05888
"Crooked Creek"|44.068202|-114.742041
"Quibble Genomics Institute"|34.052234|-118.243685
"Fly Nights club/bar"|56.949649|24.105186
"Thumbs"|34.052234|-118.243685
"Impact Bioenergy"|47.60621|-122.332071
"Alive - Premium Electronic Cigarettes"|26.122439|-80.137317
"Condo Motion"|41.878114|-87.629798
"Troy Bohlke - 10 Day Publicity "|33.448377|-112.074037
"VirtualGC"|-6.202394|106.65271
"Socialhappen"|13.756331|100.501765
"Green On"|48.856614|2.352222
"AlertsCentral"|-26.204103|28.047305
"favics"|53.551085|9.993682
"Nqyer"|52.520007|13.404954
"Cloud306"|50.075538|14.4378
"Artsper"|48.856614|2.352222
"VOBI"|41.715138|44.827096
"ConvergIQ"|39.739236|-104.990251
"CoCom IS"|39.045755|-76.641271
"Fuzmo"|51.62144|-3.943646
"H20 Pop up Portable Hookah Lounge"|34.052234|-118.243685
"YuMovil"|20.422984|-86.922343
"BUYONNET Sp.z o.o."|52.229676|21.012229
"Tasten"|45.501689|-73.567256
"Instantly Social"|39.290385|-76.612189
"The Coffret"|45.439695|4.387178
"Bom Apetite"|-30.034647|-51.217658
"NextTopEvent"|21.027764|105.83416
"Krishi Star"|19.075984|72.877656
"Sade Wellness"|38.907192|-77.036871
"WayGlobal"|41.997346|21.427996
"SkilledWizard"|37.09024|-95.712891
"BitByCoin"|33.748995|-84.387982
"RCE"|35.085334|-106.605553
"LoyalJunkie Mobile Loyalty Plateform"|31.554606|74.357158
"Weecord.TV"|38.833882|-104.821363
"Orac"|53.800755|-1.549077
"Empty Beverage"|40.712784|-74.005941
"Managed Growth"|28.083627|-80.608109
